15:00:05,10.22,--,0,981
14:59:55,10.22,--,133,136702
14:59:55,10.22,--,211,215846
14:59:50,10.22,--,306,313631
14:59:45,10.22,--,30,30741
14:59:40,10.22,--,175,178890
14:59:35,10.22,--,142,145205
14:59:30,10.22,--,81,83722
14:59:25,10.22,--,111,113482
14:59:20,10.22,--,64,65408
14:59:15,10.22,--,33,34666
14:59:10,10.22,--,16,16352
14:59:05,10.22,--,41,42842
14:59:00,10.22,--,39,39898
14:58:55,10.22,--,10,11119
14:58:50,10.22,--,54,55269
14:58:45,10.22,--,121,124602
14:58:40,10.22,--,111,113482
14:58:35,10.22,--,59,60502
14:58:30,10.22,--,104,106288
14:58:25,10.22,--,44,45785
14:58:19,10.22,--,62,63445
14:58:14,10.22,--,138,141935
14:58:04,10.22,--,420,429403
14:58:04,10.22,--,145,149130
14:57:59,10.22,--,43,44150
14:57:49,10.22,--,75,77508
14:57:49,10.22,--,64,65408
14:57:44,10.22,--,201,206362
14:57:39,10.22,--,96,99093
14:57:34,10.22,--,4,4251
14:57:29,10.22,--,55,56250
14:57:19,10.22,--,83,85684
14:57:19,10.22,--,66,67697
14:57:14,10.22,--,58,60175
14:57:09,10.22,--,115,118388
14:57:04,10.22,--,40,40880
14:56:54,10.22,--,88,89936
14:56:54,10.22,--,94,96149
14:56:49,10.22,--,248,254437
14:56:44,10.22,--,355,363014
14:56:39,10.22,--,23,23546
14:56:34,10.22,--,40,41861
14:56:29,10.22,--,73,75546
14:56:24,10.22,--,75,77508
14:56:19,10.22,--,82,84049
14:56:14,10.22,--,139,142916
14:56:09,10.22,--,72,73584
14:56:04,10.22,--,103,105306
14:55:59,10.22,--,78,79797
14:55:54,10.22,--,216,220752
14:55:49,10.22,--,44,45785
14:55:44,10.22,--,29,29760
14:55:39,10.22,--,182,186085
14:55:34,10.22,--,76,78489
14:55:29,10.22,--,23,23546
14:55:24,10.22,--,363,371190
14:55:19,10.22,--,319,326058
14:55:14,10.22,--,126,129507
14:55:09,10.22,--,1085,1108992
14:55:04,10.22,--,92,94187
14:54:59,10.22,--,32,33685
14:54:54,10.22,--,210,215519
14:54:44,10.22,--,53,54288
14:54:44,10.22,--,87,88954
14:54:39,10.22,--,158,162211
14:54:34,10.22,--,39,39898
14:54:29,10.22,--,51,52326
14:54:24,10.22,--,73,75546
14:54:19,10.22,--,465,476170
14:54:14,10.22,--,36,36955
14:54:09,10.22,--,25501,26062798
14:54:03,10.22,--,106,108577
14:53:58,10.22,--,16,16352
14:53:53,10.22,--,60,62137
14:53:48,10.22,--,136,138992
14:53:43,10.22,--,70,71621
14:53:38,10.22,--,28,28779
14:53:33,10.22,--,41,42842
14:53:28,10.22,--,32,32704
14:53:23,10.22,--,16,17333
14:53:18,10.22,--,254,259669
14:53:07,10.22,--,320,328021
14:52:57,10.22,--,27,28452
14:52:52,10.22,--,43,44150
14:52:47,10.22,--,51,52980
14:52:37,10.22,--,45,46112
14:52:32,10.22,--,112,115445
14:52:27,10.22,--,103,105306
14:52:22,10.22,--,64,65408
14:52:17,10.22,--,67,69332
14:52:12,10.22,--,16,17333
14:52:07,10.22,--,24,24528
14:52:03,10.22,--,100,102363
14:51:58,10.22,--,30,30741
14:51:53,10.22,--,304,311669
14:51:43,10.22,--,25,26490
14:51:38,10.22,--,2,2943
14:51:33,10.22,--,40,40880
14:51:28,10.22,--,123,125910
14:51:18,10.22,--,72,74565
14:51:13,10.22,--,112,114464
14:51:08,10.22,--,48,50037
14:51:03,10.22,--,44,45131
14:50:58,10.22,--,60,62137
14:50:48,10.22,--,17,18314
14:50:48,10.22,--,42,43169
14:50:43,10.22,--,56,58213
14:50:38,10.22,--,74,76527
14:50:33,10.22,--,40,40880
14:50:28,10.22,--,140,143243
14:50:23,10.22,--,107,110212
14:50:18,10.22,--,27,27798
14:50:13,10.22,--,11,12100
14:50:08,10.22,--,607,620394
14:50:03,10.22,--,10,11119
14:49:58,10.22,--,10,10465
14:49:52,10.22,--,29,30414
14:49:47,10.22,--,24,24528
14:49:42,10.22,--,31,31722
14:49:37,10.22,--,175,178890
14:49:32,10.22,--,65,67370
14:49:27,10.22,--,45,46112
14:49:22,10.22,--,88,89936
14:49:17,10.22,--,64,66389
14:49:12,10.22,--,120,122640
14:49:07,10.22,--,41,42842
14:49:02,10.22,--,92,94187
14:48:57,10.22,--,160,164501
14:48:52,10.22,--,120,123621
14:48:47,10.22,--,36,36955
14:48:42,10.22,--,13,14062
14:48:37,10.22,--,116,118715
14:48:32,10.22,--,302,308725
14:48:27,10.22,--,9,10138
14:48:22,10.22,--,46,47093
14:48:17,10.22,--,19,20276
14:48:12,10.22,--,126,128853
14:48:07,10.22,--,41,42842
14:48:02,10.22,--,32,32704
14:47:57,10.22,--,108,110539
14:47:52,10.22,--,204,209305
14:47:47,10.22,--,16,17333
14:47:42,10.22,--,38,38917
14:47:37,10.22,--,64,66389
14:47:32,10.22,--,13,13408
14:47:27,10.22,--,193,198186
14:47:22,10.22,--,34,35647
14:47:17,10.22,--,48,49056
14:47:12,10.22,--,155,158614
14:47:07,10.22,--,15,15370
14:47:02,10.22,--,244,250185
14:46:57,10.22,--,256,261632
14:46:52,10.22,--,40,41861
14:46:47,10.22,--,154,157633
14:46:42,10.22,--,87,88954
14:46:37,10.22,--,40,40880
14:46:32,10.22,--,69,71294
14:46:27,10.22,--,75,76854
14:46:17,10.22,--,2,2943
14:46:17,10.22,--,264,269808
14:46:12,10.22,--,30,30741
14:46:07,10.22,--,34,35647
14:46:02,10.22,--,11,11446
14:45:57,10.22,--,51,52980
14:45:52,10.22,--,37,37936
14:45:47,10.22,--,40,40880
14:45:42,10.22,--,392,401605
14:45:36,10.22,--,28,29433
14:45:31,10.22,--,364,372171
14:45:26,10.22,--,160,164501
14:45:21,10.22,--,16,17333
14:45:16,10.22,--,33,34666
14:45:11,10.22,--,2255,2304650
14:45:06,10.22,--,90,92225
14:45:01,10.22,--,72,74565
14:44:56,10.22,--,57,59194
14:44:51,10.22,--,150,153381
14:44:31,10.22,--,184,188048
14:44:31,10.22,--,51,52980
14:44:26,10.22,--,92,94187
14:44:16,10.22,--,157,161230
14:44:11,10.22,--,89,91244
14:44:01,10.22,--,13,14062
14:43:56,10.22,--,28,28779
14:43:46,10.22,--,24,24528
14:43:41,10.22,--,24,24528
14:43:31,10.22,--,1967,2010314
14:43:31,10.22,--,57,59194
14:43:26,10.22,--,27,28452
14:43:21,10.22,--,24,24528
14:43:16,10.22,--,28,28779
14:43:11,10.22,--,139,142916
14:43:06,10.22,--,14,14389
14:43:01,10.22,--,11,11446
14:42:56,10.22,--,101,103998
14:42:51,10.22,--,53,54288
14:42:46,10.22,--,128,130816
14:42:41,10.22,--,203,208324
14:42:36,10.22,--,38,38917
14:42:31,10.22,--,144,148149
14:42:26,10.22,--,86,87973
14:42:21,10.22,--,39,39898
14:42:11,10.22,--,63,64426
14:42:11,10.22,--,14,14389
14:42:06,10.22,--,12,13081
14:42:01,10.22,--,86,87973
14:41:56,10.22,--,46,47093
14:41:51,10.22,--,15,15370
14:41:46,10.22,--,61,63118
14:41:41,10.22,--,32,33685
14:41:36,10.22,--,67,68678
14:41:31,10.22,--,35,36628
14:41:26,10.22,--,66,67697
14:41:20,10.22,--,66,68351
14:41:15,10.22,--,30,30741
14:41:10,10.22,--,72,74565
14:41:05,10.22,--,8,8176
14:41:00,10.22,--,99,102036
14:40:55,10.22,--,56,57232
14:40:50,10.22,--,53,54288
14:40:45,10.22,--,176,180853
14:40:40,10.22,--,134,137029
14:40:35,10.22,--,57,59194
14:40:30,10.22,--,37,37936
14:40:20,10.22,--,57,59194
14:40:15,10.22,--,33,34666
14:40:10,10.22,--,24,24528
14:40:05,10.22,--,136,138992
14:40:00,10.22,--,40,40880
14:39:55,10.22,--,47,48074
14:39:50,10.22,--,66,68351
14:39:45,10.22,--,50,51345
14:39:40,10.22,--,84,86665
14:39:35,10.22,--,32,33685
14:39:30,10.22,--,109,111520
14:39:25,10.22,--,114,117407
14:39:20,10.22,--,23,23546
14:39:15,10.22,--,39,39898
14:39:05,10.22,--,416,426133
14:39:05,10.22,--,16,16352
14:39:00,10.22,--,70,71621
14:38:55,10.22,--,69,70640
14:38:50,10.22,--,24,25509
14:38:45,10.22,--,80,81760
14:38:40,10.22,--,110,112501
14:38:35,10.22,--,91,93860
14:38:30,10.22,--,87,88954
14:38:25,10.22,--,24,24528
14:38:15,10.22,--,78,79797
14:38:15,10.22,--,72,74565
14:38:10,10.22,--,47,48074
14:38:05,10.22,--,21,22238
14:38:00,10.22,--,30,30741
14:37:55,10.22,--,46,47093
14:37:50,10.22,--,142,145205
14:37:40,10.22,--,42,43823
14:37:35,10.22,--,77,78816
14:37:35,10.22,--,36,37609
14:37:30,10.22,--,32,32704
14:37:25,10.22,--,104,107269
14:37:20,10.22,--,154,157633
14:37:15,10.22,--,63,64426
14:37:09,10.22,--,20,21257
14:37:04,10.22,--,144,148149
14:36:59,10.22,--,112,115445
14:36:54,10.22,--,72,73584
14:36:49,10.22,--,70,71621
14:36:44,10.22,--,150,153381
14:36:39,10.22,--,135,138010
14:36:34,10.22,--,375,383290
14:36:29,10.22,--,40,41861
14:36:24,10.22,--,200,204400
14:36:19,10.22,--,192,197205
14:36:09,10.22,--,30,30741
14:36:04,10.22,--,45,46766
14:35:54,10.22,--,208,212576
14:35:54,10.22,--,1001,1023308
14:35:44,10.22,--,164,168425
14:35:39,10.22,--,64,65408
14:35:34,10.22,--,45,46112
14:35:29,10.22,--,67,69332
14:35:24,10.22,--,143,146186
14:35:19,10.22,--,24,25509
14:35:14,10.22,--,96,98112
14:35:09,10.22,--,76,77835
14:35:04,10.22,--,134,137029
14:34:59,10.22,--,312,318864
14:34:54,10.22,--,123,126564
14:34:49,10.22,--,5024,5135509
14:34:44,10.22,--,10044,10265131
14:34:39,10.22,--,10058,10280175
14:34:34,10.22,--,10120,10342640
14:34:29,10.22,--,70,71621
14:34:24,10.22,--,190,194261
14:34:19,10.22,--,26,27471
14:34:14,10.22,--,16,16352
14:34:04,10.22,--,27,28452
14:33:59,10.22,--,65,66716
14:33:54,10.22,--,22,23219
14:33:54,10.22,--,244,249531
14:33:49,10.22,--,48,50037
14:33:44,10.22,--,72,73584
14:33:39,10.22,--,33,34666
14:33:34,10.22,--,76,77835
14:33:29,10.22,--,24,25509
14:33:24,10.22,--,33,34666
14:33:19,10.22,--,179,183142
14:33:14,10.22,--,80,82741
14:33:09,10.22,--,27,28452
14:33:04,10.22,--,101,103344
14:32:59,10.22,--,10,11119
14:32:53,10.22,--,40,40880
14:32:48,10.22,--,56,57232
14:32:43,10.22,--,88,89936
14:32:38,10.22,--,213,217808
14:32:33,10.22,--,39,39898
14:32:28,10.22,--,58,60175
14:32:23,10.22,--,24,24528
14:32:18,10.22,--,31,31722
14:32:13,10.22,--,13,13408
14:32:08,10.22,--,46,47747
14:32:03,10.22,--,61,62464
14:31:58,10.22,--,88,89936
14:31:53,10.22,--,177,181834
14:31:48,10.22,--,26,26817
14:31:43,10.22,--,77,79470
14:31:38,10.22,--,20,20603
14:31:28,10.22,--,76,78489
14:31:28,10.22,--,87,88954
